Id,Label,Type,Latitude_deg,Longitude_deg
NCL,Newcastle Airport,large_airport,55.03749847,-1.691669941
MME,Durham Tees Valley Airport,medium_airport,54.50920105,-1.429409981
EMA,East Midlands Airport,large_airport,52.83110046,-1.328060031
VLY,Anglesey Airport,medium_airport,53.24810028,-4.535339832
KOI,Kirkwall Airport,medium_airport,58.95780182,-2.904999971
LSI,Sumburgh Airport,medium_airport,59.87889862,-1.295560002
WIC,Wick Airport,medium_airport,58.45890045,-3.093060017
ABZ,Aberdeen Dyce Airport,large_airport,57.20190048,-2.197779894
INV,Inverness Airport,medium_airport,57.54249954,-4.047500134
GLA,Glasgow International Airport,large_airport,55.87189865,-4.433060169
EDI,Edinburgh Airport,large_airport,55.95000076,-3.372499943
ILY,Islay Airport,medium_airport,55.68190002,-6.256669998
PIK,Glasgow Prestwick Airport,medium_airport,55.50939941,-4.586669922
BEB,Benbecula Airport,medium_airport,57.48109818,-7.362780094
SCS,Scatsta Airport,medium_airport,60.43280029,-1.296110034
DND,Dundee Airport,medium_airport,56.45249939,-3.02583003
SYY,Stornoway Airport,medium_airport,58.21559906,-6.331110001
BRR,Barra Airport,medium_airport,57.0228,-7.44306
PSL,Perth/Scone Airport,small_airport,56.43920135,-3.372220039
TRE,Tiree Airport,medium_airport,56.49919891,-6.869170189
UNT,Unst Airport,small_airport,60.74720001,-0.853850007
BOL,Ballykelly Airport,small_airport,55.06029892,-7.020279884
FSS,RAF Kinloss,medium_airport,57.6493988,-3.560640097
ADX,RAF Leuchars,medium_airport,56.3728981,-2.868439913
LMO,RAF Lossiemouth,medium_airport,57.7052002,-3.339169979
CBG,Cambridge Airport,medium_airport,52.205002,0.175
NWI,Norwich International Airport,large_airport,52.67580032,1.282780051
STN,London Stansted Airport,large_airport,51.88499832,0.234999999
QFO,Duxford Aerodrome,small_airport,52.090801,0.131944
HYC,Wycombe Air Park,small_airport,51.61169815,-0.80833298
EXT,Exeter International Airport,large_airport,50.7344017,-3.413889885
FZO,Bristol Filton Airport,closed,51.51940155,-2.590830088
OXF,Oxford (Kidlington) Airport,medium_airport,51.8368988,-1.320000052
RCS,Rochester Airport,small_airport,51.35189819,0.503332973
UHF,RAF Upper Heyford,closed,51.9375,-1.248890042
BEX,RAF Benson,medium_airport,51.61640167,-1.095829964
LKZ,RAF Lakenheath,large_airport,52.40930176,0.56099999
MHZ,RAF Mildenhall,large_airport,52.36190033,0.486405998
QUY,RAF Wyton,medium_airport,52.35720062,-0.107832998
FFD,RAF Fairford,large_airport,51.68220139,-1.790030003
PME,Fleetlands Heliport,heliport,50.83530045,-1.169170022
BWY,RAF Bentwaters,closed,52.12749863,1.434720039
BZZ,RAF Brize Norton,large_airport,51.75,-1.58362
ODH,RAF Odiham,medium_airport,51.23410034,-0.942825019
NHT,RAF Northolt,medium_airport,51.5530014,-0.418166995
AYH,RAF Alconbury,closed,52.37440109,-0.219722003
GSY,Binbrook Airfield,closed,53.44670105,-0.209999993
QCY,RAF Coningsby,medium_airport,53.0929985,-0.166014001
BEQ,RAF Honington,medium_airport,52.34260178,0.772939026
OKH,RAF Cottesmore,closed,52.735699,-0.648769
SQZ,RAF Scampton,medium_airport,53.30780029,-0.550832987
HRT,RAF Linton-On-Ouse,medium_airport,54.0489006,-1.252750039
WTN,RAF Waddington,medium_airport,53.16619873,-0.523810983
KNF,RAF Marham,medium_airport,52.648395,0.550692
MPN,Mount Pleasant Airport,medium_airport,-51.82279968,-58.44720078
AMS,Amsterdam Airport Schiphol,large_airport,52.308601,4.76389
MST,Maastricht Aachen Airport,large_airport,50.9117012,5.770140171
EIN,Eindhoven Airport,large_airport,51.45009995,5.374529839
GRQ,Eelde Airport,medium_airport,53.11970139,6.579440117
GLZ,Gilze Rijen Air Base,medium_airport,51.56740189,4.931829929
DHR,De Kooy Airport,medium_airport,52.92340088,4.780620098
LEY,Lelystad Airport,medium_airport,52.4603,5.52722
LWR,Leeuwarden Air Base,medium_airport,53.22859955,5.760560036
RTM,Rotterdam The Hague Airport,medium_airport,51.956902,4.43722
UTC,Soesterberg Air Base,closed,52.12730026,5.276189804
ENS,Twente Airport,medium_airport,52.275833,6.889167
LID,Valkenburg Naval Air Base,closed,52.16609955,4.41794014
WOE,Woensdrecht Air Base,medium_airport,51.4491,4.34203
BYT,Bantry Aerodrome,small_airport,51.66859818,-9.48416996
BLY,Belmullet Aerodrome,small_airport,54.22280121,-10.03079987
NNR,Connemara Regional Airport,small_airport,53.2303009,-9.467780113
CLB,Castlebar Airport,closed,53.8484,-9.28037
ORK,Cork Airport,large_airport,51.84130096,-8.491109848
GWY,Galway Airport,medium_airport,53.30020142,-8.941590309
CFN,Donegal Airport,medium_airport,55.0442009,-8.340999603
DUB,Dublin Airport,large_airport,53.421299,-6.27007
IOR,Inishmore Aerodrome,small_airport,53.1067009,-9.653610229
INQ,Inisheer Aerodrome,small_airport,53.06470108,-9.510899544
KKY,Kilkenny Airport,small_airport,52.6507988,-7.296110153
NOC,Ireland West Knock Airport,medium_airport,53.91030121,-8.818490028
KIR,Kerry Airport,medium_airport,52.18090057,-9.523779869
LTR,Letterkenny Airport,small_airport,54.95130157,-7.672830105
IIA,Inishmaan Aerodrome,small_airport,53.0929985,-9.568059921
SNN,Shannon Airport,large_airport,52.70199966,-8.924819946
SXL,Sligo Airport,medium_airport,54.28020096,-8.599209785
WAT,Waterford Airport,medium_airport,52.18719864,-7.086959839
EJN,Ejin Banner-Taolai Airport,small_airport,42.0155,101.0005
EJT,Enejit Airport,small_airport,6.0404,171.9846
AAR,Aarhus Airport,medium_airport,56.29999924,10.61900043
BLL,Billund Airport,large_airport,55.74029922,9.151780128
CPH,Copenhagen Kastrup Airport,large_airport,55.61790085,12.65600014
EBJ,Esbjerg Airport,medium_airport,55.525902,8.5534
KRP,Karup Airport,medium_airport,56.29750061,9.124629974
BYR,LÃ¦sÃ¸ Airport,small_airport,57.27719879,11.00010014
MRW,Lolland Falster Maribo Airport,medium_airport,54.699299,11.4401
ODE,Odense Airport,medium_airport,55.47669983,10.33090019
RKE,Copenhagen Roskilde Airport,medium_airport,55.58560181,12.13140011
RNN,Bornholm Airport,medium_airport,55.06330109,14.75959969
SGD,SÃ¸nderborg Airport,medium_airport,54.96440125,9.791729927
CNL,Sindal Airport,medium_airport,57.503502,10.2294
SKS,Skrydstrup Air Base,medium_airport,55.221048,9.26702
SQW,Skive Airport,medium_airport,56.55020142,9.172980309
TED,Thisted Airport,medium_airport,57.06880188,8.705220222
FAE,Vagar Airport,medium_airport,62.06359863,-7.277219772
STA,Stauning Airport,medium_airport,55.99010086,8.353910446
AAL,Aalborg Airport,large_airport,57.09275891,9.849243164
LUX,Luxembourg-Findel International Airport,large_airport,49.6233333,6.2044444
AES,Ã…lesund Airport,medium_airport,62.5625,6.119699955
ANX,AndÃ¸ya Airport,medium_airport,69.29250336,16.14419937
ALF,Alta Airport,medium_airport,69.97609711,23.37170029
FDE,FÃ¸rde Airport,small_airport,61.39110184,5.756939888
BNN,BrÃ¸nnÃ¸ysund Airport,medium_airport,65.46109772,12.21749973
BOO,BodÃ¸ Airport,large_airport,67.26920319,14.36530018
BGO,Bergen Airport Flesland,large_airport,60.29339981,5.218140125
BJF,BÃ¥tsfjord Airport,medium_airport,70.60050201,29.69140053
BVG,BerlevÃ¥g Airport,medium_airport,70.871399,29.034201
KRS,Kristiansand Airport,medium_airport,58.204201,8.08537
DLD,Geilo Airport Dagali,small_airport,60.41730118,8.518349648
BDU,Bardufoss Airport,medium_airport,69.05580139,18.54039955
EVE,"Harstad/Narvik Airport, Evenes",medium_airport,68.49130249,16.67810059
FBU,"Oslo, Fornebu Airport",closed,59.89580154,10.6171999
VDB,Leirin Airport,medium_airport,61.0155983,9.288060188
FRO,FlorÃ¸ Airport,medium_airport,61.58359909,5.024720192
OSL,Oslo Gardermoen Airport,large_airport,60.19390106,11.10039997
HMR,Stafsberg Airport,small_airport,60.81809998,11.06799984
HAU,Haugesund Airport,medium_airport,59.34529877,5.208360195
HFT,Hammerfest Airport,medium_airport,70.67970276,23.66860008
HAA,Hasvik Airport,small_airport,70.48670197,22.13969994
HVG,Valan Airport,medium_airport,71.00969696,25.98360062
QKX,Kautokeino Air Base,small_airport,69.04029846,23.0340004
KSU,Kristiansund Airport (Kvernberget),medium_airport,63.11180115,7.824520111
GLL,Gol Airport,small_airport,60.791066,9.048672
KKN,Kirkenes Airport (HÃ¸ybuktmoen),medium_airport,69.72579956,29.8913002
FAN,Lista Airport,small_airport,58.09949875,6.626049995
LKN,Leknes Airport,medium_airport,68.15249634,13.6093998
MEH,Mehamn Airport,medium_airport,71.02970123,27.82670021
MOL,Molde Airport,medium_airport,62.74470139,7.262499809
MJF,MosjÃ¸en Airport (KjÃ¦rstad),medium_airport,65.78399658,13.21490002
LKL,Banak Airport,medium_airport,70.06880188,24.9734993
NVK,Narvik Framnes Airport,medium_airport,68.43689728,17.38669968
OSY,Namsos HÃ¸knesÃ¸ra Airport,small_airport,64.47219849,11.57859993
NTB,Notodden Airport,medium_airport,59.565701,9.21222
OLA,Ã˜rland Airport,medium_airport,63.69889832,9.604000092
HOV,"Ã˜rsta-Volda Airport, Hovden",medium_airport,62.18000031,6.074100018
MQN,"Mo i Rana Airport, RÃ¸ssvoll",medium_airport,66.36389923,14.30140018
RVK,"RÃ¸rvik Airport, Ryum",medium_airport,64.83830261,11.14610004
RRS,RÃ¸ros Airport,medium_airport,62.57839966,11.34230042
RET,RÃ¸st Airport,small_airport,67.52780151,12.10330009
RYG,"Moss Airport, Rygge",medium_airport,59.378817,10.785439
LYR,"Svalbard Airport, Longyear",medium_airport,78.24610138,15.46560001
SDN,Sandane Airport (Anda),small_airport,61.83000183,6.105830193
SOG,Sogndal Airport,small_airport,61.156101,7.13778
SVJ,SvolvÃ¦r Helle Airport,medium_airport,68.24330139,14.66919994
SKN,Stokmarknes Skagen Airport,medium_airport,68.5788269,15.03341675
SKE,Skien Airport,medium_airport,59.18500137,9.566940308
SRP,Stord Airport,medium_airport,59.79190063,5.340849876
SOJ,SÃ¸rkjosen Airport,medium_airport,69.78679657,20.95940018
VAW,"VardÃ¸ Airport, Svartnes",medium_airport,70.35540009,31.04490089
SSJ,SandnessjÃ¸en Airport (Stokka),medium_airport,65.95680237,12.46889973
TOS,TromsÃ¸ Airport,large_airport,69.6832962,18.91889954
TRF,"Sandefjord Airport, Torp",medium_airport,59.18669891,10.25860024
TRD,Trondheim Airport VÃ¦rnes,large_airport,63.4578018,10.9239998
VDS,VadsÃ¸ Airport,medium_airport,70.06529999,29.84469986
VRY,VÃ¦rÃ¸y Heliport,heliport,67.654555,12.727257
SVG,Stavanger Airport Sola,large_airport,58.87670135,5.63778019
BXP,BiaÅ‚a Podlaska Airfield,medium_airport,52.00078,23.1325278
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,medium_airport,53.09680176,17.97769928
CZW,CzÄ™stochowa-Rudniki,small_airport,50.884998,19.2047
GDN,GdaÅ„sk Lech WaÅ‚Ä™sa Airport,large_airport,54.37760162,18.46619987
KRK,KrakÃ³w John Paul II International Airport,large_airport,50.077702,19.7848
OSZ,Koszalin Zegrze Pomorskie Air Base,small_airport,54.0425,16.2656
KTW,Katowice International Airport,large_airport,50.4743,19.08
QEO,Bielsko-Bialo Kaniow Airfield,small_airport,49.93999863,19.02199936
LCJ,ÅÃ³dÅº WÅ‚adysÅ‚aw Reymont Airport,medium_airport,51.72190094,19.3980999
WMI,Modlin Airport,large_airport,52.451099,20.6518
QYD,Oksywie Military Air Base,medium_airport,54.57970047,18.51720047
POZ,PoznaÅ„-Åawica Airport,large_airport,52.42100143,16.82629967
RDO,Radom Airport,medium_airport,51.3891983,21.21330071
RZE,RzeszÃ³w-Jasionka Airport,medium_airport,50.11000061,22.0189991
SZZ,"Szczecin-GoleniÃ³w ""SolidarnoÅ›Ä‡"" Airport",medium_airport,53.58470154,14.90219975
OSP,Redzikowo Air Base,closed,54.47890091,17.10750008
SZY,Olsztyn-Mazury Airport,medium_airport,53.481899,20.9377
WAW,Warsaw Chopin Airport,large_airport,52.16569901,20.96710014
WRO,Copernicus WrocÅ‚aw Airport,large_airport,51.10269928,16.88579941
IEG,Zielona GÃ³ra-Babimost Airport,medium_airport,52.13850021,15.7986002
ERT,Erdenet Airport,small_airport,48.98305556,104.1505556
RNB,Ronneby Airport,medium_airport,56.26670074,15.26500034
GOT,Gothenburg-Landvetter Airport,large_airport,57.66279984,12.27980042
JKG,JÃ¶nkÃ¶ping Airport,medium_airport,57.75759888,14.06869984
LDK,LidkÃ¶ping-Hovby Airport,small_airport,58.4655,13.1744
GSE,Gothenburg City Airport,medium_airport,57.77470016,11.87040043
KVB,SkÃ¶vde Airport,medium_airport,58.45640182,13.97270012
THN,TrollhÃ¤ttan-VÃ¤nersborg Airport,medium_airport,58.31809998,12.34500027
KSK,Karlskoga Airport,medium_airport,59.34590149,14.49590015
MXX,Mora Airport,medium_airport,60.957901,14.5114
NYO,Stockholm Skavsta Airport,medium_airport,58.78860092,16.91220093
KID,Kristianstad Airport,medium_airport,55.92169952,14.08549976
OSK,Oskarshamn Airport,small_airport,57.350498,16.497999
KLR,Kalmar Airport,medium_airport,56.6855011,16.28759956
MMX,MalmÃ¶ Sturup Airport,large_airport,55.53630536,13.37619781
HAD,Halmstad Airport,medium_airport,56.69110107,12.82019997
VXO,VÃ¤xjÃ¶ Kronoberg Airport,medium_airport,56.92910004,14.72799969
EVG,Sveg Airport,medium_airport,62.04779816,14.4229002
GEV,GÃ¤llivare Airport,medium_airport,67.13240051,20.81459999
HUV,Hudiksvall Airport,closed,61.76810074,17.08069992
KRF,Kramfors SollefteÃ¥ Airport,medium_airport,63.04859924,17.76889992
LYC,Lycksele Airport,medium_airport,64.5483017,18.71619987
SDL,Sundsvall-HÃ¤rnÃ¶sand Airport,medium_airport,62.52809906,17.44389915
OER,Ã–rnskÃ¶ldsvik Airport,medium_airport,63.40829849,18.98999977
KRN,Kiruna Airport,medium_airport,67.8219986,20.33679962
SFT,SkellefteÃ¥ Airport,medium_airport,64.62480164,21.07690048
UME,UmeÃ¥ Airport,medium_airport,63.79180145,20.28280067
VHM,Vilhelmina Airport,medium_airport,64.57910156,16.83359909
AJR,Arvidsjaur Airport,medium_airport,65.59030151,19.28190041
SOO,SÃ¶derhamn Airport,medium_airport,61.26150131,17.09910011
OSD,Ã…re Ã–stersund Airport,medium_airport,63.19440079,14.50030041
ORB,Ã–rebro Airport,medium_airport,59.22370148,15.03800011
HFS,Hagfors Airport,medium_airport,60.02009964,13.57890034
KSD,Karlstad Airport,medium_airport,59.44469833,13.33740044
VST,Stockholm VÃ¤sterÃ¥s Airport,medium_airport,59.58940125,16.63360023
ESP,Birchwood-Pocono Airport,closed,41.0643,-75.2521
LLA,LuleÃ¥ Airport,large_airport,65.54380035,22.12199974
ARN,Stockholm-Arlanda Airport,large_airport,59.65190125,17.91860008
BMA,Stockholm-Bromma Airport,medium_airport,59.35440063,17.94169998
BLE,Borlange Airport,medium_airport,60.42200089,15.51519966
HLF,Hultsfred Airport,small_airport,57.525799,15.8233
GVX,GÃ¤vle Sandviken Airport,medium_airport,60.59329987,16.95140076
LPI,LinkÃ¶ping City Airport,medium_airport,58.40620041,15.68050003
NRK,NorrkÃ¶ping Airport,medium_airport,58.5862999,16.25060081
TYF,Torsby Airport,medium_airport,60.1576004,12.99129963
EKT,Eskilstuna Airport,medium_airport,59.35110092,16.70840073
VBY,Visby Airport,medium_airport,57.66279984,18.34620094
VVK,VÃ¤stervik Airport,small_airport,57.77999878,16.52359962
AGH,Ã„ngelholm-Helsingborg Airport,medium_airport,56.29610062,12.84710026
SQO,Storuman Airport,medium_airport,64.96089935,17.69659996
IDB,Idre Airport,small_airport,61.86970139,12.68939972
PJA,Pajala Airport,medium_airport,67.24559784,23.06889915
HMV,Hemavan Airport,medium_airport,65.80609894,15.08279991
GLC,Geladi Airport,small_airport,6.98443985,46.42139816
SHC,Shire Inda Selassie Airport,small_airport,14.0781002,38.27249908
SPM,Spangdahlem Air Base,medium_airport,49.97269821,6.692500114
RMS,Ramstein Air Base,large_airport,49.43690109,7.600279808
SEX,Sembach Air Base,closed,49.507,7.866
ZCN,Celle Airport,medium_airport,52.59120178,10.02210045
FRZ,Fritzlar Airport,medium_airport,51.1146,9.286
ILH,Illesheim Air Base,heliport,49.47389984,10.38809967
KZG,Flugplatz Kitzingen,small_airport,49.743099,10.2006
FCN,Nordholz Naval Airbase,medium_airport,53.7677002,8.658499718
GKE,Geilenkirchen Air Base,medium_airport,50.9608,6.04242
RLG,Rostock-Laage Airport,medium_airport,53.91820145,12.27830029
WBG,Schleswig Air Base,medium_airport,54.459301,9.51633
WIE,Wiesbaden Army Airfield,medium_airport,50.04980087,8.325400352
FEL,FÃ¼rstenfeldbruck Air Base,medium_airport,48.205555,11.266944
IGS,Ingolstadt Manching Airport,medium_airport,48.71569824,11.5340004
GUT,GÃ¼tersloh Air Base,closed,51.922798,8.30633
DGP,Daugavpils Intrenational Airport,medium_airport,55.94472122,26.66500092
LPX,LiepÄja International Airport,medium_airport,56.51750183,21.09690094
RIX,Riga International Airport,large_airport,56.92359924,23.97109985
VNT,Ventspils International Airport,medium_airport,57.35779953,21.5442009
EWY,RAF Greenham Common,closed,51.379,-1.281
EXI,Excursion Inlet Seaplane Base,seaplane_base,58.420502,-135.449005
KUN,Kaunas International Airport,medium_airport,54.96390152,24.08480072
KLJ,KlaipÄ—da Airport,small_airport,55.7118988,21.24279976
PLQ,Palanga International Airport,medium_airport,55.97320175,21.09390068
PNV,PanevÄ—Å¾ys Air Base,medium_airport,55.72940063,24.46080017
SQQ,Å iauliai International Airport,medium_airport,55.89390182,23.39500046
HLJ,Barysiai Airport,medium_airport,56.0705986,23.55809975
VNO,Vilnius International Airport,large_airport,54.634102,25.285801
RGR,Ranger Municipal Airport,small_airport,32.45259857,-98.68280029
ALJ,Alexander Bay Airport,medium_airport,-28.575001,16.5333
AGZ,Aggeneys Airport,medium_airport,-29.28179932,18.81389999
ADY,Alldays Airport,small_airport,-22.67900085,29.05550003
BIY,Bisho Airport,medium_airport,-32.89709854,27.27910042
BFN,Bram Fischer International Airport,medium_airport,-29.09269905,26.30240059
UTE,Bultfontein Airport,small_airport,-28.273369,26.135835
ASS,Arathusa Safari Lodge Airport,small_airport,-24.744165,31.522499
CDO,Cradock Airport,small_airport,-32.15670013,25.64559937
CPT,Cape Town International Airport,large_airport,-33.96480179,18.60169983
DUK,Mubatuba Airport,small_airport,-28.36840057,32.24810028
PZL,Zulu Inyala Airport,small_airport,-27.84939957,32.30970001
ELS,Ben Schoeman Airport,medium_airport,-33.03559875,27.82589912
EMG,Empangeni Airport,small_airport,-28.71999931,31.88999939
ELL,Ellisras Matimba Airport,small_airport,-23.72669983,27.68829918
FCB,Ficksburg Sentraoes Airport,medium_airport,-28.82309914,27.90889931
GCJ,Grand Central Airport,medium_airport,-25.98629951,28.14010048
GRJ,George Airport,large_airport,-34.0056,22.378902
GIY,Giyani Airport,small_airport,-23.2833004,30.64999962
QRA,Rand Airport,medium_airport,-26.24250031,28.15119934
HLW,Hluhluwe Airport,small_airport,-28.01660499,32.27517128
HRS,Harrismith Airport,medium_airport,-28.23509979,29.10619926
HDS,Hoedspruit Air Force Base Airport,small_airport,-24.36860085,31.04870033
JNB,OR Tambo International Airport,large_airport,-26.1392,28.246
KXE,P C Pelser Airport,medium_airport,-26.87109947,26.71800041
KIM,Kimberley Airport,medium_airport,-28.80279922,24.76519966
MQP,Kruger Mpumalanga International Airport,medium_airport,-25.38319969,31.10560036
KOF,Komatipoort Airport,small_airport,-25.44029999,31.93000031
KMH,Johan Pienaar Airport,medium_airport,-27.45669937,23.41139984
KLZ,Kleinsee Airport,medium_airport,-29.68840027,17.09399986
FAL,Falcon State Airport,closed,26.5856,-99.13985
HLA,Lanseria Airport,medium_airport,-25.93849945,27.92609978
LMR,Lime Acres Finsch Mine Airport,medium_airport,-28.36009979,23.43910027
LDZ,Londolozi Airport,small_airport,-24.7478,31.4743
DUR,King Shaka International Airport,large_airport,-29.61444444,31.11972222
LUJ,Lusikisiki Airport,small_airport,-31.36669922,29.58329964
LCD,Louis Trichardt Airport,small_airport,-23.06189919,29.86470032
SDB,Langebaanweg Airport,medium_airport,-32.96889877,18.1602993
LAY,Ladysmith Airport,medium_airport,-28.58169937,29.74970055
AAM,Malamala Airport,medium_airport,-24.81809998,31.54459953
MGH,Margate Airport,medium_airport,-30.85740089,30.34300041
MEZ,Musina(Messina) Airport,small_airport,-22.3560009,29.98620033
MBD,Mmabatho International Airport,medium_airport,-25.79840088,25.54800034
LLE,Riverside Airport,medium_airport,-25.43000031,31.57670021
MZY,Mossel Bay Airport,small_airport,-34.158298,22.058599
MZQ,Mkuze Airport,medium_airport,-27.62610054,32.04430008
NCS,Newcastle Airport,medium_airport,-27.77059937,29.9769001
NGL,Ngala Airport,small_airport,-24.389,31.326
NLP,Nelspruit Airport,small_airport,-25.5,30.91379929
OVG,Overberg Airport,small_airport,-34.55490112,20.2507
OUH,Oudtshoorn Airport,medium_airport,-33.60699844,22.18899918
AFD,Port Alfred Airport,small_airport,-33.55419922,26.87770081
PLZ,Port Elizabeth Airport,medium_airport,-33.98490143,25.61730003
PBZ,Plettenberg Bay Airport,medium_airport,-34.08816017,23.32872343
PHW,Hendrik Van Eck Airport,medium_airport,-23.93720055,31.15539932
JOH,Port St Johns Airport,medium_airport,-31.60589981,29.51980019
PRK,Prieska Airport,small_airport,-29.68359947,22.77059937
PZB,Pietermaritzburg Airport,medium_airport,-29.64900017,30.39870071
NTY,Pilanesberg International Airport,small_airport,-25.33379936,27.17340088
PTG,Polokwane International Airport,medium_airport,-23.845269,29.458615
PCF,Potchefstroom Airport,medium_airport,-26.67099953,27.08189964
UTW,Queenstown Airport,medium_airport,-31.92020035,26.88220024
RCB,Richards Bay Airport,medium_airport,-28.74099922,32.09209824
RVO,Reivilo Airport,small_airport,-27.54719925,24.17250061
ROD,Robertson Airport,medium_airport,-33.81219864,19.90279961
SBU,Springbok Airport,medium_airport,-29.68930054,17.93959999
ZEC,Secunda Airport,medium_airport,-26.52409935,29.17009926
GSS,Sabi Sabi Airport,small_airport,-24.94737543,31.44884777
SIS,Sishen Airport,medium_airport,-27.64859962,22.9993
SZK,Skukuza Airport,medium_airport,-24.96089935,31.58869934
THY,Thohoyandou Airport,small_airport,-23.07690048,30.38360023
TCU,Thaba Nchu Tar Airport,small_airport,-29.31780052,26.82279968
LTA,Tzaneen Airport,medium_airport,-23.82439995,30.32929993
ULD,Prince Mangosuthu Buthelezi Airport,medium_airport,-28.32060051,31.41650009
UTN,Pierre Van Ryneveld Airport,medium_airport,-28.39909935,21.2602005
UTT,K. D. Matanzima Airport,medium_airport,-31.54636318,28.6733551
VRU,Vryburg Airport,medium_airport,-26.98240089,24.72879982
VIR,Virginia Airport,medium_airport,-29.77059937,31.0583992
VRE,Vredendal Airport,medium_airport,-31.64100075,18.5447998
VYD,Vryheid Airport,small_airport,-27.78689957,30.79640007
PRY,Wonderboom Airport,medium_airport,-25.6539,28.224199
WKF,Waterkloof Air Force Base,medium_airport,-25.82999992,28.22249985
FRW,Francistown Airport,medium_airport,-21.1595993,27.47450066
GNZ,Ghanzi Airport,small_airport,-21.69249916,21.65810013
JWA,Jwaneng Airport,medium_airport,-24.60230064,24.69099998
BBK,Kasane Airport,medium_airport,-17.83289909,25.16239929
KHW,Khwai River Lodge Airport,small_airport,-19.14999962,23.78300095
LOQ,Lobatse Airport,small_airport,-25.1981,25.7139
MUB,Maun Airport,medium_airport,-19.97260094,23.43110085
ORP,Orapa Airport,small_airport,-21.266701,25.3167
QPH,Palapye Airport,small_airport,-22.56699944,27.14999962
GBE,Sir Seretse Khama International Airport,medium_airport,-24.55520058,25.91819954
SXN,Sua Pan Airport,medium_airport,-20.5534,26.115801
PKW,Selebi Phikwe Airport,medium_airport,-22.0583,27.8288
SVT,Savuti Airport,small_airport,-18.52059937,24.07670021
SWX,Shakawe Airport,small_airport,-18.37389946,21.83259964
TLD,Limpopo Valley Airport,small_airport,-22.18919945,29.12689972
TBY,Tshabong Airport,small_airport,-26.0333004,22.39999962
BZV,Maya-Maya Airport,medium_airport,-4.251699924,15.25300026
DJM,Djambala Airport,small_airport,-2.532999992,14.75
KNJ,Kindamba Airport,small_airport,-3.950000048,14.5170002
LCO,Lague Airport,small_airport,-2.450000048,14.53299999
MUY,Mouyondzi Airport,small_airport,-4.014873981,13.96611214
SIB,Sibiti Airport,small_airport,-3.683000088,13.35000038
NKY,Yokangassi Airport,small_airport,-4.223077,13.286347
ANJ,Zanaga Airport,small_airport,-2.849999905,13.81700039
MSX,Mossendjo Airport,small_airport,-2.950000048,12.69999981
BOE,Boundji Airport,small_airport,-1.032999992,15.38300037
OLL,Oyo Ollombo Airport,medium_airport,-1.226666,15.91
EWO,Ewo Airport,small_airport,-0.883000016,14.80000019
GMM,Gamboma Airport,small_airport,-1.829403,15.885237
ION,Impfondo Airport,small_airport,1.616999984,18.06699944
KEE,Kelle Airport,small_airport,-0.082999997,14.53299999
MKJ,Makoua Airport,small_airport,-0.017000001,15.58300018
FTX,Owando Airport,medium_airport,-0.531350017,15.95009995
SOE,Souanke Airport,small_airport,2.066999912,14.13300037
BTB,Betou Airport,small_airport,3.049999952,18.5
OUE,Ouesso Airport,medium_airport,1.615990043,16.03790092
KMK,Makabana Airport,small_airport,-3.48300004,12.61699963
DIS,Ngot Nzoungou Airport,medium_airport,-4.20635,12.6599
PNR,Pointe Noire Airport,medium_airport,-4.816030025,11.88659954
MTS,Matsapha Airport,medium_airport,-26.52899933,31.30750084
SHO,King Mswati III International Airport,medium_airport,-26.358611,31.716944
FEA,Fetlar Airport,small_airport,60.60333333,-0.872777778
CRF,Carnot Airport,small_airport,4.936999798,15.89400005
BGF,Bangui M'Poko International Airport,medium_airport,4.398479939,18.51880074
BGU,Bangassou Airport,small_airport,4.784999847,22.78100014
IRO,Birao Airport,small_airport,10.23639965,22.71689987
BBY,Bambari Airport,small_airport,5.846940041,20.64749908
NDL,N'DÃ©lÃ© Airport,small_airport,8.427206039,20.63515663
BOP,Bouar Airport,small_airport,5.958000183,15.63700008
BIV,Bria Airport,small_airport,6.527780056,21.98940086
BSN,Bossangoa Airport,small_airport,6.492000103,17.42900085
BBT,BerbÃ©rati Airport,medium_airport,4.221580029,15.78639984
ODA,Ouadda Airport,small_airport,8.010560036,22.39859962
AIG,Yalinga Airport,small_airport,6.519999981,23.26000023
IMO,Zemio Airport,small_airport,5.050000191,25.14999962
MKI,M'Boki Airport,small_airport,5.333010197,25.93190002
BTG,Batangafo Airport,small_airport,7.314109802,18.30879974
GDI,Gordil Airport,small_airport,9.583000183,21.7329998
BMF,Bakouma Airport,small_airport,5.693999767,22.8010006
ODJ,Ouanda DjallÃ© Airport,small_airport,8.899999619,22.78300095
RFA,RafaÃ¯ Airport,small_airport,4.988609791,23.92779922
BCF,Bouca Airport,small_airport,6.517000198,18.2670002
BOZ,Bozoum Airport,small_airport,6.344170094,16.32189941
FEW,Francis E Warren Air Force Base,heliport,41.13330078,-104.8669968
NBN,AnnobÃ³n Airport,small_airport,-1.410277,5.621944
BSG,Bata Airport,medium_airport,1.905470014,9.805680275
GEM,President Obiang Nguema International Airport,small_airport,1.685334,11.024394
SSG,Malabo Airport,medium_airport,3.755270004,8.708720207
ASI,RAF Ascension Island,medium_airport,-7.9696,-14.3937
HLE,St. Helena Airport,small_airport,-15.957725,-5.645943
MRU,Sir Seewoosagur Ramgoolam International Airport,medium_airport,-20.43020058,57.68360138
RRG,Sir Charles Gaetan Duval Airport,large_airport,-19.7577,63.361
